Order_ID,Order_Date,Product,Category,Subcategory,Customer_ID,Region,City,Channel,Unit_Price,Quantity,Discount,Sales,COGS,Profit,Payment_Method
ORD202400247,2024-03-22,Perfume - Beauty,Beauty,Perfume,CUST3633,East,Kolkata,Online,518,2,0.13,901.32,696.05,205.27,Debit Card
ORD202400663,2024-03-22,Perfume - Beauty,Beauty,Perfume,CUST4659,East,Bhubaneswar,Mobile App,629,2,0.04,1207.68,840.15,367.53,UPI
ORD202400232,2024-03-22,Sunscreen - Beauty,Beauty,Sunscreen,CUST2913,West,Pune,Mobile App,826,1,0.21,652.54,503.64,148.9,Cash on Delivery
ORD202401032,2024-03-22,Water Purifier - Home,Home,Water Purifier,CUST3089,South,Kochi,Store,6521,9,0.3,41082.3,40862.44,219.86,UPI
ORD202400894,2024-03-23,Shampoo - Beauty,Beauty,Shampoo,CUST2143,South,Chennai,Store,651,3,0.01,1933.47,1540.88,392.59,UPI
ORD202400675,2024-03-23,Earbuds - Electronics,Electronics,Earbuds,CUST3933,North,Chandigarh,Mobile App,12869,3,0.06,36290.58,25391.19,10899.39,UPI
ORD202400067,2024-03-24,Shampoo - Beauty,Beauty,Shampoo,CUST4389,East,Patna,Mobile App,490,3,0.11,1308.3,1175.92,132.38,UPI
ORD202400635,2024-03-24,Cricket Bat - Sports,Sports,Cricket Bat,CUST2501,North,Chandigarh,Online,3156,1,0.13,2745.72,1898.75,846.97,Credit Card
ORD202400877,2024-03-24,Dumbbells - Sports,Sports,Dumbbells,CUST1775,South,Bengaluru,Online,2820,2,0.08,5188.8,3930.67,1258.13,UPI
ORD202400918,2024-03-26,Cricket Bat - Sports,Sports,Cricket Bat,CUST5782,North,Lucknow,Mobile App,2609,3,0.05,7435.65,6229.58,1206.07,Credit Card
ORD202400811,2024-03-26,Dumbbells - Sports,Sports,Dumbbells,CUST2718,East,Kolkata,Online,2956,2,0.16,4966.08,3672.43,1293.65,Credit Card
ORD202400417,2024-03-26,Tennis Racket - Sports,Sports,Tennis Racket,CUST1069,North,Jaipur,Online,2107,1,0.25,1580.25,1776.44,-196.19,Credit Card
ORD202401137,2024-03-26,T-Shirt - Fashion,Fashion,T-Shirt,CUST2237,West,Ahmedabad,Online,1470,1,0.03,1425.9,979.01,446.89,Credit Card
ORD202400530,2024-03-26,Earbuds - Electronics,Electronics,Earbuds,CUST3268,West,Surat,Online,18033,1,0.11,16049.37,15122.58,926.79,Credit Card
ORD202400507,2024-03-26,Dumbbells - Sports,Sports,Dumbbells,CUST1242,South,Hyderabad,Mobile App,3128,1,0.23,2408.56,2384.74,23.82,UPI
ORD202401067,2024-03-26,Water Purifier - Home,Home,Water Purifier,CUST1128,West,Pune,Mobile App,4684,4,0.31,12927.84,12669.91,257.93,Credit Card
ORD202400815,2024-03-27,Cricket Bat - Sports,Sports,Cricket Bat,CUST2384,North,Lucknow,Mobile App,1762,1,0.2,1409.6,1154.22,255.38,UPI
ORD202400185,2024-03-27,Dumbbells - Sports,Sports,Dumbbells,CUST5536,West,Surat,Store,2370,1,0.1,2133.0,1700.26,432.74,UPI
ORD202400102,2024-03-28,Jacket - Fashion,Fashion,Jacket,CUST1935,West,Surat,Mobile App,1133,1,0.23,872.41,777.81,94.6,UPI
ORD202400257,2024-03-28,Vacuum Cleaner - Home,Home,Vacuum Cleaner,CUST3068,West,Surat,Online,5798,2,0.1,10436.4,7495.79,2940.61,Debit Card
ORD202400575,2024-03-28,Dress - Fashion,Fashion,Dress,CUST4126,West,Surat,Online,1918,1,0.22,1496.04,1296.19,199.85,UPI
ORD202400152,2024-03-28,Perfume - Beauty,Beauty,Perfume,CUST2304,South,Bengaluru,Online,635,1,0.15,539.75,395.88,143.87,Debit Card
ORD202400756,2024-03-29,Water Purifier - Home,Home,Water Purifier,CUST5681,South,Bengaluru,Online,5242,3,0.23,12109.02,11423.31,685.71,Net Banking
ORD202400632,2024-03-29,Shampoo - Beauty,Beauty,Shampoo,CUST1153,East,Bhubaneswar,Mobile App,895,2,0.15,1521.5,1515.38,6.12,Net Banking
ORD202400227,2024-03-30,Tennis Racket - Sports,Sports,Tennis Racket,CUST1244,North,Chandigarh,Store,2677,3,0.16,6746.04,6220.63,525.41,Cash on Delivery
RET202400023,2024-03-30,Tennis Racket - Sports,Sports,Tennis Racket,CUST1244,North,Chandigarh,Store,2677,-3,0.16,-6746.04,6220.63,-525.41,Cash on Delivery
ORD202401108,2024-03-31,Mixer Grinder - Home,Home,Mixer Grinder,CUST1079,South,Kochi,Online,7475,1,0.02,7325.5,4989.25,2336.25,UPI
ORD202400886,2024-04-04,Tennis Racket - Sports,Sports,Tennis Racket,CUST3204,West,Ahmedabad,Online,2976,1,0.35,1934.4,2453.33,-518.93,Debit Card
ORD202400508,2024-04-04,Mixer Grinder - Home,Home,Mixer Grinder,CUST3694,North,Jaipur,Mobile App,7502,1,0.15,6376.7,4895.28,1481.42,UPI
ORD202400831,2024-04-04,Smartwatch - Electronics,Electronics,Smartwatch,CUST2992,South,Kochi,Mobile App,13865,2,0.07,25788.9,19216.85,6572.05,Cash on Delivery
ORD202400735,2024-04-04,Cricket Bat - Sports,Sports,Cricket Bat,CUST5670,East,Kolkata,Online,2276,3,0.08,6281.76,5337.97,943.79,UPI
ORD202400032,2024-04-05,Laptop - Electronics,Electronics,Laptop,CUST1728,South,Chennai,Mobile App,11761,2,0.19,19052.82,17084.34,1968.48,UPI
ORD202400245,2024-04-06,Tablet - Electronics,Electronics,Tablet,CUST5061,East,Kolkata,Store,15396,2,0.1,27712.8,19030.31,8682.49,UPI
ORD202400386,2024-04-07,Tennis Racket - Sports,Sports,Tennis Racket,CUST4639,West,Mumbai,Online,2280,1,0.19,1846.8,1638.18,208.62,Credit Card
ORD202400082,2024-04-07,Lipstick - Beauty,Beauty,Lipstick,CUST1738,South,Kochi,Online,673,6,0.35,2624.7,2844.27,-219.57,Net Banking
ORD202401007,2024-04-08,Football - Sports,Sports,Football,CUST2946,West,Ahmedabad,Mobile App,3097,3,0.18,7618.62,6662.9,955.72,Credit Card
ORD202400561,2024-04-08,Jeans - Fashion,Fashion,Jeans,CUST1889,South,Bengaluru,Mobile App,1772,4,0.09,6450.08,4349.75,2100.33,Net Banking
ORD202400993,2024-04-09,Tennis Racket - Sports,Sports,Tennis Racket,CUST4092,South,Bengaluru,Mobile App,2253,2,0.31,3109.14,3096.74,12.4,Credit Card
ORD202400650,2024-04-10,Yoga Mat - Sports,Sports,Yoga Mat,CUST3917,North,Delhi,Mobile App,1858,1,0.22,1449.24,1509.05,-59.81,Credit Card
ORD202400120,2024-04-11,Sneakers - Fashion,Fashion,Sneakers,CUST2177,South,Bengaluru,Online,1763,2,0.26,2609.24,2538.0,71.24,UPI
ORD202400512,2024-04-12,Cricket Bat - Sports,Sports,Cricket Bat,CUST4582,South,Chennai,Online,2850,1,0.1,2565.0,1980.24,584.76,Credit Card
ORD202400000,2024-04-12,Smartphone - Electronics,Electronics,Smartphone,CUST1130,East,Bhubaneswar,Online,17128,2,0.07,31858.08,21777.11,10080.97,UPI
ORD202400303,2024-04-14,Jacket - Fashion,Fashion,Jacket,CUST3656,West,Mumbai,Mobile App,1516,2,0.14,2607.52,2570.91,36.61,Net Banking
ORD202400845,2024-04-14,Tablet - Electronics,Electronics,Tablet,CUST1347,West,Pune,Online,13925,4,0.06,52358.0,41826.89,10531.11,Credit Card
ORD202400467,2024-04-14,Dumbbells - Sports,Sports,Dumbbells,CUST4618,East,Bhubaneswar,Online,1904,1,0.18,1561.28,1211.06,350.22,Cash on Delivery
ORD202400665,2024-04-14,Laptop - Electronics,Electronics,Laptop,CUST5053,North,Chandigarh,Store,11760,2,0.1,21168.0,16059.5,5108.5,Credit Card
ORD202400571,2024-04-15,Jeans - Fashion,Fashion,Jeans,CUST1981,East,Patna,Store,1853,1,0.12,1630.64,1342.47,288.17,UPI
ORD202400378,2024-04-15,Football - Sports,Sports,Football,CUST1893,East,Patna,Mobile App,1959,1,0.05,1861.05,1178.74,682.31,UPI
ORD202401079,2024-04-15,Perfume - Beauty,Beauty,Perfume,CUST2100,North,Jaipur,Online,762,2,0.07,1417.32,1074.12,343.2,Cash on Delivery
ORD202400414,2024-04-15,Dumbbells - Sports,Sports,Dumbbells,CUST3942,East,Guwahati,Online,1920,2,0.11,3417.6,2771.72,645.88,UPI
ORD202400104,2024-04-15,Tennis Racket - Sports,Sports,Tennis Racket,CUST4389,East,Patna,Store,2575,1,0.04,2472.0,2004.69,467.31,Debit Card
ORD202401006,2024-04-16,Water Purifier - Home,Home,Water Purifier,CUST4845,East,Guwahati,Online,6597,4,0.28,18999.36,17243.87,1755.49,UPI
ORD202400843,2024-04-16,Jacket - Fashion,Fashion,Jacket,CUST2620,South,Kochi,Online,1341,1,0.27,978.93,811.27,167.66,UPI
ORD202401127,2024-04-16,Smartwatch - Electronics,Electronics,Smartwatch,CUST1384,South,Hyderabad,Store,14077,1,0.1,12669.3,9600.88,3068.42,UPI
ORD202401056,2024-04-16,Dumbbells - Sports,Sports,Dumbbells,CUST1947,West,Mumbai,Mobile App,2221,1,0.2,1776.8,1552.05,224.75,UPI
ORD202400079,2024-04-17,Jacket - Fashion,Fashion,Jacket,CUST1215,South,Chennai,Online,1416,2,0.15,2407.2,2082.87,324.33,Debit Card
ORD202400353,2024-04-17,Tennis Racket - Sports,Sports,Tennis Racket,CUST4985,North,Delhi,Online,2892,2,0.19,4685.04,4149.32,535.72,Credit Card
ORD202400260,2024-04-18,Face Cream - Beauty,Beauty,Face Cream,CUST3942,South,Bengaluru,Online,760,1,0.15,646.0,598.19,47.81,Credit Card
ORD202400173,2024-04-18,Dress - Fashion,Fashion,Dress,CUST4069,South,Bengaluru,Mobile App,1548,4,0.17,5139.36,4828.76,310.6,Debit Card
ORD202400339,2024-04-19,Smartphone - Electronics,Electronics,Smartphone,CUST5603,East,Patna,Mobile App,15400,3,0.07,42966.0,34732.41,8233.59,UPI
ORD202401039,2024-04-19,Vacuum Cleaner - Home,Home,Vacuum Cleaner,CUST4861,East,Kolkata,Mobile App,5465,1,0.06,5137.1,3789.64,1347.46,Credit Card
ORD202400560,2024-04-19,Vacuum Cleaner - Home,Home,Vacuum Cleaner,CUST5714,East,Guwahati,Mobile App,7627,3,0.25,17160.75,15518.15,1642.6,UPI
ORD202400553,2024-04-19,Earbuds - Electronics,Electronics,Earbuds,CUST5733,North,Lucknow,Online,18184,4,0.02,71281.28,51189.91,20091.37,UPI
ORD202400153,2024-04-20,Cricket Bat - Sports,Sports,Cricket Bat,CUST1922,West,Ahmedabad,Online,2203,4,0.18,7225.84,6922.59,303.25,Debit Card
ORD202400850,2024-04-20,Shampoo - Beauty,Beauty,Shampoo,CUST5111,South,Kochi,Online,675,4,0.03,2619.0,2278.17,340.83,Credit Card
ORD202400105,2024-04-20,Water Purifier - Home,Home,Water Purifier,CUST3134,East,Guwahati,Online,4634,4,0.12,16311.68,11401.27,4910.41,Debit Card
ORD202400219,2024-04-20,T-Shirt - Fashion,Fashion,T-Shirt,CUST4675,South,Kochi,Store,1521,4,0.14,5232.24,3984.72,1247.52,Cash on Delivery
ORD202401165,2024-04-20,Lipstick - Beauty,Beauty,Lipstick,CUST3102,West,Surat,Online,831,1,0.07,772.83,703.52,69.31,Credit Card
ORD202400930,2024-04-21,Air Cooler - Home,Home,Air Cooler,CUST3059,West,Surat,Mobile App,6896,4,0.09,25101.44,19192.02,5909.42,Debit Card
ORD202400422,2024-04-21,Jacket - Fashion,Fashion,Jacket,CUST5763,West,Surat,Mobile App,1424,2,0.05,2705.6,1720.21,985.39,Credit Card
ORD202400154,2024-04-21,Lipstick - Beauty,Beauty,Lipstick,CUST2778,North,Jaipur,Online,640,1,0.07,595.2,436.31,158.89,Debit Card
ORD202400970,2024-04-21,Mixer Grinder - Home,Home,Mixer Grinder,CUST5822,South,Bengaluru,Mobile App,6666,2,0.11,11865.48,10923.84,941.64,Credit Card
ORD202400158,2024-04-22,T-Shirt - Fashion,Fashion,T-Shirt,CUST3010,North,Chandigarh,Mobile App,1080,1,0.19,874.8,819.77,55.03,Debit Card
ORD202400920,2024-04-22,Vacuum Cleaner - Home,Home,Vacuum Cleaner,CUST5807,South,Hyderabad,Online,5125,1,0.09,4663.75,4247.57,416.18,UPI
ORD202400543,2024-04-22,Perfume - Beauty,Beauty,Perfume,CUST4390,East,Kolkata,Online,823,1,0.25,617.25,572.81,44.44,Credit Card
ORD202401050,2024-04-23,Dress - Fashion,Fashion,Dress,CUST2007,South,Chennai,Mobile App,1076,1,0.3,753.2,810.76,-57.56,UPI
ORD202400594,2024-04-23,Vacuum Cleaner - Home,Home,Vacuum Cleaner,CUST2785,West,Mumbai,Online,6929,7,0.21,38317.37,33747.96,4569.41,Net Banking
ORD202400563,2024-04-23,Vacuum Cleaner - Home,Home,Vacuum Cleaner,CUST2377,West,Surat,Online,4327,1,0.09,3937.57,3374.19,563.38,UPI
ORD202400620,2024-04-24,Dumbbells - Sports,Sports,Dumbbells,CUST5512,East,Patna,Store,3205,5,0.29,11377.75,12963.97,-1586.22,Debit Card
ORD202400381,2024-04-24,Lipstick - Beauty,Beauty,Lipstick,CUST2894,South,Hyderabad,Mobile App,647,1,0.24,491.72,498.62,-6.9,Debit Card
ORD202400521,2024-04-24,Earbuds - Electronics,Electronics,Earbuds,CUST2469,North,Chandigarh,Online,11442,1,0.22,8924.76,6972.66,1952.1,Credit Card
ORD202400021,2024-04-25,Yoga Mat - Sports,Sports,Yoga Mat,CUST2895,East,Patna,Online,3143,1,0.08,2891.56,2432.71,458.85,UPI
ORD202401175,2024-04-25,Face Cream - Beauty,Beauty,Face Cream,CUST2877,West,Ahmedabad,Online,673,1,0.11,598.97,465.02,133.95,UPI
ORD202401173,2024-04-25,Tennis Racket - Sports,Sports,Tennis Racket,CUST1125,West,Pune,Mobile App,2542,1,0.04,2440.32,2152.38,287.94,UPI
ORD202400484,2024-04-26,Water Purifier - Home,Home,Water Purifier,CUST2782,North,Chandigarh,Store,4947,3,0.14,12763.26,10731.4,2031.86,UPI
ORD202401105,2024-04-26,Earbuds - Electronics,Electronics,Earbuds,CUST5779,West,Surat,Mobile App,19169,1,0.16,16101.96,11950.55,4151.41,UPI
ORD202401112,2024-04-26,Laptop - Electronics,Electronics,Laptop,CUST3550,East,Kolkata,Online,15919,1,0.19,12894.39,10129.39,2765.0,Net Banking
ORD202400889,2024-04-26,Lipstick - Beauty,Beauty,Lipstick,CUST2573,South,Chennai,Online,866,1,0.23,666.82,719.81,-52.99,Credit Card
ORD202400962,2024-04-26,Shampoo - Beauty,Beauty,Shampoo,CUST2310,East,Bhubaneswar,Online,878,1,0.35,570.7,569.06,1.64,Credit Card
ORD202400748,2024-04-27,Dumbbells - Sports,Sports,Dumbbells,CUST4322,West,Surat,Mobile App,2709,3,0.35,5282.55,5463.25,-180.7,Debit Card
ORD202400194,2024-04-27,Vacuum Cleaner - Home,Home,Vacuum Cleaner,CUST3011,East,Kolkata,Online,4715,2,0.23,7261.1,7180.53,80.57,UPI
ORD202400061,2024-04-27,Mixer Grinder - Home,Home,Mixer Grinder,CUST5225,North,Chandigarh,Online,7665,2,0.25,11497.5,11966.03,-468.53,UPI
ORD202400657,2024-05-01,T-Shirt - Fashion,Fashion,T-Shirt,CUST3268,South,Bengaluru,Store,1889,1,0.13,1643.43,1228.01,415.42,Debit Card
ORD202400314,2024-05-01,Jacket - Fashion,Fashion,Jacket,CUST5558,West,Surat,Mobile App,1730,3,0.15,4411.5,3967.96,443.54,UPI
ORD202400925,2024-05-01,Mixer Grinder - Home,Home,Mixer Grinder,CUST2593,East,Kolkata,Online,5870,3,0.24,13383.6,11544.64,1838.96,Net Banking
ORD202400458,2024-05-02,Smartwatch - Electronics,Electronics,Smartwatch,CUST5587,East,Patna,Online,14120,1,0.05,13414.0,11389.16,2024.84,Credit Card
ORD202400358,2024-05-02,Face Cream - Beauty,Beauty,Face Cream,CUST4218,West,Ahmedabad,Store,645,1,0.24,490.2,469.51,20.69,Net Banking
ORD202400209,2024-05-02,Air Fryer - Home,Home,Air Fryer,CUST3158,East,Bhubaneswar,Online,6479,1,0.24,4924.04,5037.6,-113.56,UPI
ORD202400149,2024-05-03,Sunscreen - Beauty,Beauty,Sunscreen,CUST4988,South,Chennai,Online,745,1,0.19,603.45,449.37,154.08,UPI
ORD202400320,2024-05-04,Earbuds - Electronics,Electronics,Earbuds,CUST2016,South,Kochi,Mobile App,16967,2,0.13,29522.58,27978.28,1544.3,Debit Card
ORD202400466,2024-05-04,Yoga Mat - Sports,Sports,Yoga Mat,CUST5723,West,Surat,Mobile App,1833,5,0.21,7240.35,6218.82,1021.53,Cash on Delivery
ORD202400366,2024-05-05,Dress - Fashion,Fashion,Dress,CUST5079,West,Ahmedabad,Online,1623,1,0.35,1054.95,1378.14,-323.19,Debit Card
ORD202400890,2024-05-06,Vacuum Cleaner - Home,Home,Vacuum Cleaner,CUST1435,West,Pune,Mobile App,6594,1,0.25,4945.5,5423.45,-477.95,UPI
ORD202400182,2024-05-06,Smartphone - Electronics,Electronics,Smartphone,CUST2299,East,Bhubaneswar,Online,12975,2,0.06,24393.0,19844.13,4548.87,UPI
ORD202400290,2024-05-07,Smartwatch - Electronics,Electronics,Smartwatch,CUST3153,South,Hyderabad,Mobile App,17374,1,0.24,13204.24,13996.41,-792.17,UPI
ORD202401074,2024-05-08,Shampoo - Beauty,Beauty,Shampoo,CUST4811,East,Patna,Online,535,2,0.17,888.1,797.63,90.47,UPI
ORD202400479,2024-05-09,Football - Sports,Sports,Football,CUST4142,East,Patna,Store,1877,1,0.23,1445.29,1295.51,149.78,UPI
ORD202400549,2024-05-12,Laptop - Electronics,Electronics,Laptop,CUST4153,North,Lucknow,Online,13743,2,0.02,26936.28,21607.03,5329.25,Debit Card
ORD202400121,2024-05-12,Tennis Racket - Sports,Sports,Tennis Racket,CUST4854,East,Patna,Online,2783,4,0.09,10130.12,9259.14,870.98,UPI
ORD202401118,2024-05-12,Perfume - Beauty,Beauty,Perfume,CUST1018,South,Kochi,Store,886,1,0.01,877.14,606.37,270.77,Credit Card
ORD202400715,2024-05-14,Jeans - Fashion,Fashion,Jeans,CUST1100,East,Patna,Store,1514,1,0.08,1392.88,1153.87,239.01,Credit Card
ORD202400692,2024-05-14,Tablet - Electronics,Electronics,Tablet,CUST2348,West,Pune,Store,14839,2,0.35,19290.7,23795.9,-4505.2,Credit Card
ORD202400697,2024-05-14,Football - Sports,Sports,Football,CUST3550,East,Guwahati,Store,2346,5,0.03,11378.1,9263.44,2114.66,Credit Card
ORD202400369,2024-05-14,Shampoo - Beauty,Beauty,Shampoo,CUST4731,North,Delhi,Mobile App,591,2,0.05,1122.9,853.46,269.44,UPI
ORD202401129,2024-05-14,Earbuds - Electronics,Electronics,Earbuds,CUST1289,South,Kochi,Store,19470,2,0.1,35046.0,30151.43,4894.57,Net Banking
ORD202400445,2024-05-14,Football - Sports,Sports,Football,CUST3064,North,Delhi,Mobile App,2975,1,0.13,2588.25,2115.76,472.49,UPI
ORD202400859,2024-05-15,Yoga Mat - Sports,Sports,Yoga Mat,CUST2517,West,Ahmedabad,Online,3021,1,0.1,2718.9,2031.42,687.48,UPI
ORD202400214,2024-05-16,Air Cooler - Home,Home,Air Cooler,CUST2948,North,Chandigarh,Mobile App,5317,3,0.15,13558.35,12310.26,1248.09,UPI
RET202400004,2024-05-16,Earbuds - Electronics,Electronics,Earbuds,CUST5462,East,Patna,Store,15387,-2,0.35,-20003.1,25500.48,-5497.38,UPI
ORD202400769,2024-05-16,Sunscreen - Beauty,Beauty,Sunscreen,CUST4638,South,Hyderabad,Mobile App,594,1,0.15,504.9,408.04,96.86,UPI
ORD202400251,2024-05-16,Earbuds - Electronics,Electronics,Earbuds,CUST5462,East,Patna,Store,15387,2,0.35,20003.1,25500.48,-5497.38,UPI
ORD202400046,2024-05-17,Cricket Bat - Sports,Sports,Cricket Bat,CUST4445,North,Chandigarh,Store,1905,4,0.02,7467.6,4817.52,2650.08,Debit Card
ORD202400988,2024-05-17,Shampoo - Beauty,Beauty,Shampoo,CUST4754,South,Hyderabad,Online,762,2,0.04,1463.04,986.64,476.4,UPI
ORD202400548,2024-05-17,Dress - Fashion,Fashion,Dress,CUST3886,North,Jaipur,Online,1799,2,0.32,2446.64,2627.6,-180.96,UPI
ORD202400604,2024-05-18,Shampoo - Beauty,Beauty,Shampoo,CUST5696,North,Delhi,Mobile App,555,1,0.23,427.35,464.66,-37.31,Credit Card
ORD202401193,2024-05-18,Lipstick - Beauty,Beauty,Lipstick,CUST5553,East,Kolkata,Online,813,2,0.28,1170.72,1216.53,-45.81,Net Banking
ORD202400685,2024-05-19,Sunscreen - Beauty,Beauty,Sunscreen,CUST1661,North,Chandigarh,Store,580,3,0.24,1322.4,1299.0,23.4,UPI
ORD202400122,2024-05-20,Perfume - Beauty,Beauty,Perfume,CUST1105,West,Surat,Online,506,1,0.22,394.68,405.18,-10.5,Credit Card
ORD202400449,2024-05-20,Air Fryer - Home,Home,Air Fryer,CUST5266,South,Kochi,Mobile App,5792,1,0.18,4749.44,3952.14,797.3,Net Banking
ORD202400572,2024-05-21,Shampoo - Beauty,Beauty,Shampoo,CUST5719,East,Bhubaneswar,Mobile App,694,1,0.29,492.74,569.51,-76.77,Debit Card
ORD202401033,2024-05-21,Water Purifier - Home,Home,Water Purifier,CUST4520,North,Chandigarh,Mobile App,6236,1,0.15,5300.6,4555.43,745.17,UPI
ORD202400223,2024-05-22,Water Purifier - Home,Home,Water Purifier,CUST1460,South,Bengaluru,Online,5556,1,0.12,4889.28,3771.34,1117.94,Debit Card
ORD202400167,2024-05-23,Water Purifier - Home,Home,Water Purifier,CUST2854,North,Delhi,Online,6135,1,0.07,5705.55,3760.69,1944.86,Credit Card
ORD202400014,2024-05-23,Jeans - Fashion,Fashion,Jeans,CUST1146,East,Patna,Store,1409,1,0.18,1155.38,1025.78,129.6,UPI
ORD202400723,2024-05-23,Water Purifier - Home,Home,Water Purifier,CUST2652,South,Chennai,Online,7077,3,0.06,19957.14,15242.56,4714.58,UPI
ORD202400379,2024-05-23,Tablet - Electronics,Electronics,Tablet,CUST5327,East,Kolkata,Online,12589,4,0.04,48341.76,41584.59,6757.17,Debit Card
ORD202400866,2024-05-24,Tennis Racket - Sports,Sports,Tennis Racket,CUST4976,North,Jaipur,Online,3000,4,0.31,8280.0,9069.4,-789.4,UPI
ORD202400958,2024-05-24,Smartwatch - Electronics,Electronics,Smartwatch,CUST3056,South,Bengaluru,Mobile App,11456,1,0.22,8935.68,9413.93,-478.25,Debit Card
ORD202401149,2024-05-25,Face Cream - Beauty,Beauty,Face Cream,CUST3620,North,Jaipur,Online,817,4,0.08,3006.56,2439.16,567.4,Credit Card
ORD202400052,2024-05-25,Dress - Fashion,Fashion,Dress,CUST2975,North,Chandigarh,Mobile App,1183,3,0.21,2803.71,2635.82,167.89,Credit Card
ORD202400329,2024-05-26,Yoga Mat - Sports,Sports,Yoga Mat,CUST1015,West,Ahmedabad,Online,2596,3,0.06,7320.72,5647.68,1673.04,UPI
ORD202400906,2024-05-26,Dress - Fashion,Fashion,Dress,CUST2771,West,Ahmedabad,Mobile App,1188,1,0.08,1092.96,900.05,192.91,Debit Card
ORD202400868,2024-05-27,Cricket Bat - Sports,Sports,Cricket Bat,CUST5812,West,Surat,Store,1834,1,0.16,1540.56,1349.79,190.77,Net Banking
ORD202400364,2024-05-27,Tablet - Electronics,Electronics,Tablet,CUST5469,North,Delhi,Store,16513,2,0.27,24108.98,28010.3,-3901.32,Debit Card
ORD202400953,2024-05-28,Sunscreen - Beauty,Beauty,Sunscreen,CUST2184,West,Mumbai,Online,513,4,0.11,1826.28,1381.69,444.59,UPI
ORD202400713,2024-05-28,Football - Sports,Sports,Football,CUST4849,South,Hyderabad,Store,2438,1,0.35,1584.7,1586.85,-2.15,Net Banking
ORD202400139,2024-05-28,Lipstick - Beauty,Beauty,Lipstick,CUST3148,East,Bhubaneswar,Store,590,1,0.21,466.1,501.01,-34.91,Credit Card
ORD202400024,2024-05-29,Sneakers - Fashion,Fashion,Sneakers,CUST1004,West,Pune,Store,1729,1,0.08,1590.68,1130.69,459.99,Credit Card
ORD202400749,2024-05-29,Vacuum Cleaner - Home,Home,Vacuum Cleaner,CUST3628,West,Pune,Mobile App,5790,2,0.08,10653.6,9296.51,1357.09,Credit Card
ORD202400397,2024-05-29,Yoga Mat - Sports,Sports,Yoga Mat,CUST5486,West,Pune,Online,2186,1,0.05,2076.7,1333.36,743.34,UPI
ORD202400253,2024-05-30,Vacuum Cleaner - Home,Home,Vacuum Cleaner,CUST2184,North,Chandigarh,Online,5640,1,0.31,3891.6,3687.64,203.96,Debit Card
ORD202400377,2024-05-30,Dumbbells - Sports,Sports,Dumbbells,CUST4084,West,Mumbai,Online,2595,1,0.29,1842.45,1675.37,167.08,Credit Card
ORD202400519,2024-05-31,Jacket - Fashion,Fashion,Jacket,CUST5516,West,Surat,Online,1387,1,0.18,1137.34,1028.32,109.02,UPI
ORD202400885,2024-06-02,Smartphone - Electronics,Electronics,Smartphone,CUST4371,West,Mumbai,Online,14027,3,0.1,37872.9,26975.48,10897.42,UPI
ORD202400250,2024-06-02,Face Cream - Beauty,Beauty,Face Cream,CUST5396,East,Bhubaneswar,Online,573,1,0.35,372.45,433.69,-61.24,Credit Card
ORD202400248,2024-06-02,T-Shirt - Fashion,Fashion,T-Shirt,CUST3414,East,Bhubaneswar,Online,1541,1,0.05,1463.95,1164.86,299.09,Credit Card
ORD202400027,2024-06-02,Dress - Fashion,Fashion,Dress,CUST2757,South,Bengaluru,Online,1617,1,0.08,1487.64,1161.6,326.04,Credit Card
ORD202400281,2024-06-03,Perfume - Beauty,Beauty,Perfume,CUST2874,West,Mumbai,Mobile App,556,2,0.19,900.72,743.73,156.99,Debit Card
ORD202400726,2024-06-03,Jacket - Fashion,Fashion,Jacket,CUST2749,North,Chandigarh,Online,1825,1,0.33,1222.75,1203.05,19.7,UPI
ORD202400545,2024-06-03,Perfume - Beauty,Beauty,Perfume,CUST3098,East,Patna,Mobile App,527,1,0.17,437.41,382.3,55.11,UPI
ORD202400230,2024-06-03,Jacket - Fashion,Fashion,Jacket,CUST4743,East,Patna,Online,1265,1,0.06,1189.1,1073.12,115.98,Credit Card
ORD202401084,2024-06-04,Sneakers - Fashion,Fashion,Sneakers,CUST5905,West,Ahmedabad,Online,1319,1,0.32,896.92,990.3,-93.38,Debit Card
ORD202400113,2024-06-04,Mixer Grinder - Home,Home,Mixer Grinder,CUST2058,South,Bengaluru,Mobile App,5698,2,0.22,8888.88,8660.97,227.91,Credit Card
ORD202400770,2024-06-04,Face Cream - Beauty,Beauty,Face Cream,CUST2559,East,Kolkata,Online,760,2,0.07,1413.6,1181.53,232.07,UPI
ORD202400943,2024-06-05,Face Cream - Beauty,Beauty,Face Cream,CUST4391,West,Pune,Mobile App,490,1,0.26,362.6,327.16,35.44,Debit Card
ORD202401184,2024-06-05,Jacket - Fashion,Fashion,Jacket,CUST4214,East,Guwahati,Mobile App,1742,4,0.11,6201.52,5876.43,325.09,Credit Card
ORD202400655,2024-06-06,Yoga Mat - Sports,Sports,Yoga Mat,CUST5190,East,Bhubaneswar,Mobile App,3105,3,0.19,7545.15,7716.93,-171.78,Debit Card
ORD202401053,2024-06-07,Dumbbells - Sports,Sports,Dumbbells,CUST2222,South,Hyderabad,Online,2881,1,0.12,2535.28,1878.33,656.95,Credit Card
ORD202400682,2024-06-07,Dress - Fashion,Fashion,Dress,CUST4955,South,Kochi,Online,1088,1,0.08,1000.96,874.66,126.3,UPI
